,Brands,Title,price,Main_Price,Percent_Price_Reduction_in_%,Ratings,Number_of_Reviewer
1142,Samsung,Samsung Galaxy S9 ,135000,162950,18,3.9,5
1143,Nokia,"Nokia 105,(2019)4t",8850,95007,7,4.4,164
1144,Imose,Imose Waka Is,7500,95007,7,4.4,164
1145,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1146,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
1147,Imose,Imose Sabi II Dual,8500,15200,22,4,248
1148,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1149,Imose,Imose Padi+,7500,12398,15,5,5
1150,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
1151,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1152,IPRO,IPRO A21 Mini 2G F,4699,85004,45,4.3,5
1153,Tecno,"Tecno T301, Dual S",6000,69001,13,4.2,26
1154,Motorola,Motorola Razr V3 C,13500,25882,48,4.4,5
1155,Tecno,Tecno Spark 7 (KF6,68490,79991,14,3.6,11
1156,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,3.8,69
1157,Itel,Itel Itel A33 Plus,32490,32491,1,3.8,69
1158,Infinix,Infinix Hot 11 Pla,82500,87800,6,1,5
1159,Itel,"Itel P37 Pro 6.8"" ",52500,55000,5,3.9,10
1160,Itel,"Itel P37 Pro 6.8"" ",53990,60000,10,4.4,12
1161,IPRO,IPRO A10 Mini 1.77,5299,99994,47,3.9,5
1162,Itel,"Itel 5626 2.8"" Scr",10990,13491,19,4.9,5
1163,Tecno,Tecno Spark 7 (PR6,38990,45990,15,4.9,5
1164,Infinix,Infinix Smart 5 4G,38990,45990,15,4.9,5
1165,Samsung,Samsung Galaxy A12,101001,45990,15,4.3,5
1166,Tecno,Tecno Spark 8(KG8),67500,70000,4,5,5
1167,Itel,"Itel It2163,1.77 S",5999,70001,14,5,5
1168,Nokia,Nokia 6310 TA_1400,24100,26000,7,5,5
1169,Tecno,Tecno POP4 PRO(BC3,45900,55000,17,4.7,5
1170,Nokia,Nokia 1110 1110i D,4700,96005,51,4.7,5
1171,Itel,"Itel A37- 5.7"" HD+",32600,34000,4,4.4,5
1172,Nokia,Nokia 2610 Fast 26,4500,10000,55,3,5
1173,XIAOMI,XIAOMI Redmi Note ,140000,10000,55,3,5
1174,Infinix,Infinix Hot 11 Pla,81500,90000,9,5,5
1175,Nokia,Nokia C2-05 GSM Ch,10800,20588,48,4.2,26
1176,Infinix,Infinix Note 11i(X,93600,150000,38,4.2,26
1177,Samsung,Samsung Galaxy A12,92500,99000,7,3,5
1178,Bontel,Bontel Great One-2,13500,16630,19,3.8,40
1179,Itel,Itel 2173 Wireless,6790,79001,14,3.8,23
1180,Nokia,Nokia 6.1 Plus And,52800,85000,38,4,5
1181,Infinix,Infinix Smart HD 2,47950,50200,4,3.6,18
1182,Samsung,Samsung Galaxy M32,160000,50200,4,3.6,18
1183,Itel,Itel 5606 Dual Sim,7600,85001,11,4.1,33
1184,Samsung,Samsung Galaxy S7 ,85000,150000,43,4.1,33
1185,Tecno,Tecno Spark 7 (KF6,68490,80000,14,5,5
1186,UMIDIGI,UMIDIGI Power 5 (4,69900,129882,46,3.6,38
1187,Tecno,Tecno POP 5 Pro (B,53500,65000,18,3.6,38
1188,Apple,Apple Renewed ipro,54000,80000,33,3.6,38
1189,Samsung,Samsung Galaxy Not,170000,80000,33,5,5
1190,UMIDIGI,UMIDIGI Power 5 (3,59900,96500,38,3.4,5
1191,Apple,Apple Refurbished ,52000,80000,35,3.4,5
1192,Imose,Imose Waka Is,7500,80000,35,3.4,5
1193,Imose,Imose Padi+,7500,80000,35,5,5
1194,Imose,Imose Sabi II Dual,8500,80000,35,5,5
1195,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1196,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1197,Imose,Imose Sabi 1 Dual ,5500,13700,20,3.9,39
1198,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
1199,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1200,IPRO,IPRO A21 Mini 2G F,4699,85004,45,4.3,5
1201,Motorola,Motorola Razr V3 C,13500,25882,48,4.4,5
1202,Tecno,"Tecno T301, Dual S",6000,69001,13,4.2,26
1203,Tecno,Tecno Spark 7 (KF6,68490,79991,14,3.6,11
1204,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,3.8,69
1205,Itel,Itel Itel A33 Plus,32490,32491,1,3.8,69
1206,Infinix,Infinix Hot 11 Pla,82500,87800,6,1,5
1207,Itel,"Itel P37 Pro 6.8"" ",52500,55000,5,3.9,10
1208,Itel,"Itel P37 Pro 6.8"" ",53990,60000,10,4.4,12
1209,Itel,"Itel 5626 2.8"" Scr",10990,13491,19,4.9,5
1210,IPRO,IPRO A10 Mini 1.77,5299,99994,47,3.9,5
1211,Tecno,Tecno Spark 7 (PR6,38990,45990,15,3.9,5
1212,Samsung,Samsung Galaxy A12,101001,45990,15,4.3,5
1213,Infinix,Infinix Smart 5 4G,38990,45990,15,4.3,5
1214,Tecno,Tecno Spark 8(KG8),67500,70000,4,5,5
1215,Itel,"Itel It2163,1.77 S",5999,70001,14,5,5
1216,Nokia,Nokia 6310 TA_1400,24100,26000,7,5,5
1217,Tecno,Tecno POP4 PRO(BC3,45900,55000,17,4.7,5
1218,Itel,"Itel A37- 5.7"" HD+",32600,34000,4,4.4,5
1219,Nokia,Nokia 1110 1110i D,4700,96005,51,4.4,5
1220,Nokia,Nokia 2610 Fast 26,4500,10000,55,3,5
1221,Infinix,Infinix Hot 11 Pla,81500,90000,9,5,5
1222,XIAOMI,XIAOMI Redmi Note ,140000,90000,9,5,5
1223,Nokia,Nokia C2-05 GSM Ch,10800,20588,48,4.2,26
1224,Infinix,Infinix Note 11i(X,93600,150000,38,4.2,26
1225,Samsung,Samsung Galaxy A12,92500,99000,7,3,5
1226,Bontel,Bontel Great One-2,13500,16630,19,3.8,40
1227,Itel,Itel 2173 Wireless,6790,79001,14,3.8,23
1228,Nokia,Nokia 6.1 Plus And,52800,85000,38,4,5
1229,Infinix,Infinix Smart HD 2,47950,50200,4,3.6,18
1230,Samsung,Samsung Galaxy M32,160000,50200,4,3.6,18
1231,Itel,Itel 5606 Dual Sim,7600,85001,11,4.1,33
1232,Samsung,Samsung Galaxy S7 ,85000,150000,43,4.1,33
1233,Tecno,Tecno Spark 7 (KF6,68490,80000,14,5,5
1234,UMIDIGI,UMIDIGI Power 5 (4,69900,129882,46,3.6,38
1235,Tecno,Tecno POP 5 Pro (B,53500,65000,18,3.6,38
1236,Apple,Apple Renewed ipro,54000,80000,33,3.6,38
1237,Samsung,Samsung Galaxy Not,170000,80000,33,5,5
1238,UMIDIGI,UMIDIGI Power 5 (3,59900,96500,38,3.4,5
1239,Apple,Apple Refurbished ,52000,80000,35,3.4,5
1240,Imose,Imose Waka Is,7500,80000,35,3.4,5
1241,Imose,Imose Padi+,7500,80000,35,5,5
1242,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1243,Imose,Imose Sabi II Dual,8500,12398,15,4,20
1244,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1245,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
1246,Imose,Imose Sabi 1 Dual ,5500,20000,40,3.9,39
1247,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1248,IPRO,IPRO A21 Mini 2G F,4699,85004,45,4.3,5
1249,Motorola,Motorola Razr V3 C,13500,25882,48,4.4,5
1250,Tecno,"Tecno T301, Dual S",6000,69001,13,4.2,26
1251,Tecno,Tecno Spark 7 (KF6,68490,79991,14,3.6,11
1252,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,3.8,69
1253,Itel,Itel Itel A33 Plus,32490,32491,1,3.8,69
1254,Infinix,Infinix Hot 11 Pla,82500,87800,6,1,5
1255,Itel,"Itel P37 Pro 6.8"" ",53990,60000,10,4.4,12
1256,Itel,"Itel P37 Pro 6.8"" ",52500,55000,5,3.9,10
1257,Itel,"Itel 5626 2.8"" Scr",10990,13491,19,4.9,5
1258,IPRO,IPRO A10 Mini 1.77,5299,99994,47,3.9,5
1259,Tecno,Tecno Spark 7 (PR6,38990,45990,15,3.9,5
1260,Samsung,Samsung Galaxy A12,101001,45990,15,4.3,5
1261,Infinix,Infinix Smart 5 4G,38990,45990,15,4.3,5
1262,Tecno,Tecno Spark 8(KG8),67500,70000,4,5,5
1263,Nokia,Nokia 6310 TA_1400,24100,26000,7,5,5
1264,Itel,"Itel It2163,1.77 S",5999,70001,14,5,5
1265,Tecno,Tecno POP4 PRO(BC3,45900,55000,17,4.7,5
1266,Nokia,Nokia 1110 1110i D,4700,96005,51,4.7,5
1267,Itel,"Itel A37- 5.7"" HD+",32600,34000,4,4.4,5
1268,Nokia,Nokia 2610 Fast 26,4500,10000,55,3,5
1269,Infinix,Infinix Hot 11 Pla,81500,90000,9,5,5
1270,XIAOMI,XIAOMI Redmi Note ,140000,90000,9,5,5
1271,Nokia,Nokia C2-05 GSM Ch,10800,20588,48,4.2,26
1272,Infinix,Infinix Note 11i(X,93600,150000,38,4.2,26
1273,Samsung,Samsung Galaxy A12,92500,99000,7,3,5
1274,Bontel,Bontel Great One-2,13500,16630,19,3.8,40
1275,Itel,Itel 2173 Wireless,6790,79001,14,3.8,23
1276,Nokia,Nokia 6.1 Plus And,52800,85000,38,4,5
1277,Infinix,Infinix Smart HD 2,47950,50200,4,3.6,18
1278,Samsung,Samsung Galaxy M32,160000,50200,4,3.6,18
1279,Itel,Itel 5606 Dual Sim,7600,85001,11,4.1,33
1280,Samsung,Samsung Galaxy S7 ,85000,150000,43,4.1,33
1281,Tecno,Tecno Spark 7 (KF6,68490,80000,14,5,5
1282,UMIDIGI,UMIDIGI Power 5 (4,69900,129882,46,3.6,38
1283,Tecno,Tecno POP 5 Pro (B,53500,65000,18,3.6,38
1284,Apple,Apple Renewed ipro,54000,80000,33,3.6,38
1285,Samsung,Samsung Galaxy Not,170000,80000,33,5,5
1286,UMIDIGI,UMIDIGI Power 5 (3,59900,96500,38,3.4,5
1287,Apple,Apple Refurbished ,52000,80000,35,3.4,5
1288,Imose,Imose Waka Is,7500,80000,35,3.4,5
1289,Imose,Imose Padi+,7500,80000,35,5,5
1290,Imose,Imose Sabi II Dual,8500,80000,35,5,5
1291,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1292,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1293,Imose,Imose Sabi 1 Dual ,5500,13700,20,3.9,39
1294,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
1295,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1296,IPRO,IPRO A21 Mini 2G F,4699,85004,45,4.3,5
1297,Motorola,Motorola Razr V3 C,13500,25882,48,4.4,5
1298,Tecno,"Tecno T301, Dual S",6000,69001,13,4.2,26
1299,Tecno,Tecno Spark 7 (KF6,68490,79991,14,3.6,11
1300,Itel,Itel Itel A33 Plus,32490,79991,14,3.6,11
1301,Itel,"Itel A37 5.7"" HD+ ",32390,32491,1,3.8,69
1302,Infinix,Infinix Hot 11 Pla,82500,87800,6,1,5
1303,Itel,"Itel P37 Pro 6.8"" ",52500,55000,5,3.9,10
1304,Itel,"Itel P37 Pro 6.8"" ",53990,60000,10,4.4,12
1305,Itel,"Itel 5626 2.8"" Scr",10990,13491,19,4.9,5
1306,IPRO,IPRO A10 Mini 1.77,5299,99994,47,3.9,5
1307,Samsung,Samsung Galaxy A12,101001,99994,47,4.3,5
1308,Tecno,Tecno Spark 7 (PR6,38990,45990,15,4.3,5
1309,Infinix,Infinix Smart 5 4G,38990,45990,15,4.3,5
1310,Tecno,Tecno Spark 8(KG8),67500,70000,4,5,5
1311,Itel,"Itel It2163,1.77 S",5999,70001,14,5,5
1312,Nokia,Nokia 6310 TA_1400,24100,26000,7,5,5
1313,Tecno,Tecno POP4 PRO(BC3,45900,55000,17,4.7,5
1314,Nokia,Nokia 1110 1110i D,4700,96005,51,4.7,5
1315,Itel,"Itel A37- 5.7"" HD+",32600,34000,4,4.4,5
1316,Nokia,Nokia 2610 Fast 26,4500,10000,55,3,5
1317,Infinix,Infinix Hot 11 Pla,81500,90000,9,5,5
1318,XIAOMI,XIAOMI Redmi Note ,140000,90000,9,5,5
1319,Nokia,Nokia C2-05 GSM Ch,10800,20588,48,4.2,26
1320,Infinix,Infinix Note 11i(X,93600,150000,38,4.2,26
1321,Samsung,Samsung Galaxy A12,92500,99000,7,3,5
1322,Itel,Itel 2173 Wireless,6790,79001,14,3.8,23
1323,Nokia,Nokia 6.1 Plus And,52800,85000,38,4,5
1324,Bontel,Bontel Great One-2,13500,16630,19,3.8,40
1325,Infinix,Infinix Smart HD 2,47950,50200,4,3.6,18
1326,Samsung,Samsung Galaxy M32,160000,50200,4,3.6,18
1327,Itel,Itel 5606 Dual Sim,7600,85001,11,4.1,33
1328,Samsung,Samsung Galaxy S7 ,85000,150000,43,4.1,33
1329,Tecno,Tecno Spark 7 (KF6,68490,80000,14,5,5
1330,UMIDIGI,UMIDIGI Power 5 (4,69900,129882,46,3.6,38
1331,Tecno,Tecno POP 5 Pro (B,53500,65000,18,3.6,38
1332,Apple,Apple Renewed ipro,54000,80000,33,3.6,38
1333,Samsung,Samsung Galaxy Not,170000,80000,33,5,5
1334,UMIDIGI,UMIDIGI Power 5 (3,59900,96500,38,3.4,5
1335,Apple,Apple Refurbished ,52000,80000,35,3.4,5
1336,Imose,Imose Padi+,7500,80000,35,5,5
1337,Imose,Imose Waka Is,7500,80000,35,5,5
1338,Imose,Imose Sabi II Dual,8500,80000,35,5,5
1339,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1340,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1341,Imose,Imose Sabi 1 Dual ,5500,13700,20,3.9,39
1342,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
1343,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1344,Bontel,Bontel 911 1.77 In,8600,12300,30,5,5
1345,Nokia,"Nokia G20 - 6.5"" H",84400,90000,6,4.7,5
1346,Infinix,Infinix Smart 5 (X,52499,55000,5,4.4,74
1347,Nokia,Nokia 1280 GSM Bar,5500,84003,35,4.7,5
1348,Infinix,Infinix Infinix Ho,95400,100223,5,4.8,5
1349,Nokia,Nokia C2-05 Classi,9800,15600,37,4.5,5
1350,Apple,Apple Refurbished ,73000,90000,19,4.5,5
1351,Infinix,Infinix Hot 11 Pla,77300,85000,9,4.5,5
1352,Gionee,Gionee M6 5.5'HD 4,42600,99800,57,5,5
1353,Bontel,Bontel GAMEONE-2.8,13500,14900,9,3.6,19
1354,Tecno,"Tecno Spark 8C,(KG",66999,72000,7,3.6,19
1355,Nokia,"Nokia C30, 6.82"" H",62990,78990,20,3,5
1356,Samsung,Samsung Galaxy Not,185000,78990,20,3,5
1357,Itel,"Itel It6350 2.8"" (",13999,15000,7,4,5
1358,Itel,"Itel A16 PLUS- 5"" ",25000,30200,17,4.7,5
1359,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,4.7,5
1360,Itel,Itel S17-S661W-(CU,43000,48000,10,3.3,5
1361,Gionee,"Gionee L20, 2.4 QV",10199,13000,22,3.3,5
1362,Apple,Apple Renewed ipro,75000,90000,17,3.3,5
1363,Tecno,Tecno Camon 18i (C,88999,120000,26,3.3,5
1364,Apple,Apple Refurbished ,61000,100000,39,3.3,5
1365,XIAOMI,XIAOMI Redmi Note ,142990,170000,16,3.3,5
1366,Nokia,Nokia 105 (2019) D,8950,10000,11,4.4,839
1367,Infocus,Infocus Power 2 Mo,6500,85002,24,4.4,839
1368,Tecno,Tecno POP 5 Pro (B,55195,85000,35,5,5
1369,Apple,Apple Renewed ipro,75000,90000,17,5,5
1370,Nokia,Nokia 5310 XpressM,22990,28000,18,4.4,11
1371,Itel,"Itel It5606, 1.77 ",7399,75001,1,4.8,5
1372,Nokia,Nokia 2720 Flip Mo,14680,25800,43,5,5
1373,Tecno,"Tecno T901, Dual S",16999,20000,15,4.7,5
1374,Bontel,Bontel V2-Slim Met,6750,10100,33,3.3,5
1375,Itel,"Itel S17 6.6"" HD+,",43490,45000,3,3.2,5
1376,Gionee,"Gionee P15 PRO, 6.",72499,75000,3,5,5
1377,Bontel,Bontel 2720 1.77 I,7500,93001,19,5,5
1378,Gionee,Gionee S10 LITE 4G,26890,80999,67,5,5
1379,Itel,"Itel P37 6.5"" HD+ ",46990,50000,6,4,5
1380,Tecno,"Tecno T529, 2.8 LC",12700,15000,15,3.5,5
1381,Nokia,Nokia 1110i 1100 C,4800,90004,47,5,5
1382,Itel,"Itel A56 5.99"" Dis",35500,46490,24,4.2,42
1383,Itel,"Itel A14 Plus, 4.0",24000,46490,24,3.7,5
1384,Imose,Imose Waka Is,7500,46490,24,3.7,5
1385,Imose,Imose Sabi 1 Dual ,5500,46490,24,3.7,5
1386,Imose,Imose Sabi II Dual,8500,46490,24,3.7,5
1387,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1388,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1389,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
1390,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1391,Imose,Imose Padi+,7500,13700,20,5,5
1392,Bontel,Bontel 911 1.77 In,8600,12300,30,5,5
1393,Nokia,"Nokia G20 - 6.5"" H",84400,90000,6,4.7,5
1394,Infinix,Infinix Smart 5 (X,52499,55000,5,4.4,74
1395,Nokia,Nokia 1280 GSM Bar,5500,84003,35,4.7,5
1396,Nokia,Nokia C2-05 Classi,9800,15600,37,4.5,5
1397,Infinix,Infinix Infinix Ho,95400,100223,5,4.8,5
1398,Apple,Apple Refurbished ,73000,90000,19,4.8,5
1399,Infinix,Infinix Hot 11 Pla,77300,85000,9,4.8,5
1400,Gionee,Gionee M6 5.5'HD 4,42600,99800,57,5,5
1401,Bontel,Bontel GAMEONE-2.8,13500,14900,9,3.6,19
1402,Tecno,"Tecno Spark 8C,(KG",66999,72000,7,3.6,19
1403,Nokia,"Nokia C30, 6.82"" H",62990,78990,20,3,5
1404,Samsung,Samsung Galaxy Not,185000,78990,20,3,5
1405,Itel,"Itel It6350 2.8"" (",13999,15000,7,4,5
1406,Itel,"Itel A16 PLUS- 5"" ",25000,30200,17,4.7,5
1407,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,4.7,5
1408,Itel,Itel S17-S661W-(CU,43000,48000,10,3.3,5
1409,Gionee,"Gionee L20, 2.4 QV",10199,13000,22,3.3,5
1410,Tecno,Tecno Camon 18i (C,88999,120000,26,3.3,5
1411,Apple,Apple Renewed ipro,75000,90000,17,3.3,5
1412,Apple,Apple Refurbished ,61000,100000,39,3.3,5
1413,XIAOMI,XIAOMI Redmi Note ,142990,170000,16,3.3,5
1414,Nokia,Nokia 105 (2019) D,8950,10000,11,4.4,839
1415,Infocus,Infocus Power 2 Mo,6500,85002,24,4.4,839
1416,Apple,Apple Renewed ipro,75000,90000,17,4.4,839
1417,Tecno,Tecno POP 5 Pro (B,55195,85000,35,5,5
1418,Nokia,Nokia 5310 XpressM,22990,28000,18,4.4,11
1419,Itel,"Itel It5606, 1.77 ",7399,75001,1,4.8,5
1420,Nokia,Nokia 2720 Flip Mo,14680,25800,43,5,5
1421,Tecno,"Tecno T901, Dual S",16999,20000,15,4.7,5
1422,Bontel,Bontel V2-Slim Met,6750,10100,33,3.3,5
1423,Itel,"Itel S17 6.6"" HD+,",43490,45000,3,3.2,5
1424,Gionee,"Gionee P15 PRO, 6.",72499,75000,3,5,5
1425,Bontel,Bontel 2720 1.77 I,7500,93001,19,5,5
1426,Gionee,Gionee S10 LITE 4G,26890,80999,67,5,5
1427,Itel,"Itel P37 6.5"" HD+ ",46990,50000,6,4,5
1428,Nokia,Nokia 1110i 1100 C,4800,90004,47,5,5
1429,Tecno,"Tecno T529, 2.8 LC",12700,15000,15,3.5,5
1430,Itel,"Itel A56 5.99"" Dis",35500,46490,24,4.2,42
1431,Itel,"Itel A14 Plus, 4.0",24000,46490,24,3.7,5
1432,Imose,Imose Waka Is,7500,46490,24,3.7,5
1433,Imose,Imose Sabi 1 Dual ,5500,46490,24,3.7,5
1434,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1435,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1436,Imose,Imose Sabi II Dual,8500,12398,15,4,20
1437,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
1438,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1439,Imose,Imose Padi+,7500,13700,20,5,5
1440,Bontel,Bontel 911 1.77 In,8600,12300,30,5,5
1441,Nokia,"Nokia G20 - 6.5"" H",84400,90000,6,4.7,5
1442,Infinix,Infinix Smart 5 (X,52499,55000,5,4.4,74
1443,Nokia,Nokia 1280 GSM Bar,5500,84003,35,4.7,5
1444,Infinix,Infinix Infinix Ho,95400,100223,5,4.8,5
1445,Nokia,Nokia C2-05 Classi,9800,15600,37,4.5,5
1446,Apple,Apple Refurbished ,73000,90000,19,4.5,5
1447,Gionee,Gionee M6 5.5'HD 4,42600,99800,57,5,5
1448,Infinix,Infinix Hot 11 Pla,77300,85000,9,5,5
1449,Bontel,Bontel GAMEONE-2.8,13500,14900,9,3.6,19
1450,Tecno,"Tecno Spark 8C,(KG",66999,72000,7,3.6,19
1451,Samsung,Samsung Galaxy Not,185000,72000,7,3.6,19
1452,Itel,"Itel It6350 2.8"" (",13999,15000,7,4,5
1453,Nokia,"Nokia C30, 6.82"" H",62990,78990,20,3,5
1454,Itel,"Itel A16 PLUS- 5"" ",25000,30200,17,4.7,5
1455,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,4.7,5
1456,Itel,Itel S17-S661W-(CU,43000,48000,10,3.3,5
1457,Gionee,"Gionee L20, 2.4 QV",10199,13000,22,3.3,5
1458,Tecno,Tecno Camon 18i (C,88999,120000,26,3.3,5
1459,Apple,Apple Renewed ipro,75000,90000,17,3.3,5
1460,Apple,Apple Refurbished ,61000,100000,39,3.3,5
1461,XIAOMI,XIAOMI Redmi Note ,142990,170000,16,3.3,5
1462,Nokia,Nokia 105 (2019) D,8950,10000,11,4.4,839
1463,Infocus,Infocus Power 2 Mo,6500,85002,24,4.4,839
1464,Apple,Apple Renewed ipro,75000,90000,17,4.4,839
1465,Tecno,Tecno POP 5 Pro (B,55195,85000,35,5,5
1466,Nokia,Nokia 5310 XpressM,22990,28000,18,4.4,11
1467,Itel,"Itel It5606, 1.77 ",7399,75001,1,4.8,5
1468,Tecno,"Tecno T901, Dual S",16999,20000,15,4.7,5
1469,Nokia,Nokia 2720 Flip Mo,14680,25800,43,5,5
1470,Bontel,Bontel V2-Slim Met,6750,10100,33,3.3,5
1471,Itel,"Itel S17 6.6"" HD+,",43490,45000,3,3.2,5
1472,Bontel,Bontel 2720 1.77 I,7500,93001,19,3.2,5
1473,Gionee,"Gionee P15 PRO, 6.",72499,75000,3,5,5
1474,Gionee,Gionee S10 LITE 4G,26890,80999,67,5,5
1475,Itel,"Itel P37 6.5"" HD+ ",46990,50000,6,4,5
1476,Nokia,Nokia 1110i 1100 C,4800,90004,47,5,5
1477,Tecno,"Tecno T529, 2.8 LC",12700,15000,15,3.5,5
1478,Itel,"Itel A56 5.99"" Dis",35500,46490,24,4.2,42
1479,Itel,"Itel A14 Plus, 4.0",24000,46490,24,3.7,5
1480,Imose,Imose Sabi 1 Dual ,5500,46490,24,3.7,5
1481,Imose,Imose Waka Is,7500,46490,24,3.7,5
1482,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1483,Imose,Imose Sabi II Dual,8500,12398,15,4,20
1484,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1485,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
1486,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1487,Imose,Imose Padi+,7500,13700,20,5,5
1488,Nokia,"Nokia G20 - 6.5"" H",84400,90000,6,4.7,5
1489,Bontel,Bontel 911 1.77 In,8600,12300,30,5,5
1490,Infinix,Infinix Smart 5 (X,52499,55000,5,4.4,74
1491,Nokia,Nokia 1280 GSM Bar,5500,84003,35,4.7,5
1492,Infinix,Infinix Infinix Ho,95400,100223,5,4.8,5
1493,Nokia,Nokia C2-05 Classi,9800,15600,37,4.5,5
1494,Apple,Apple Refurbished ,73000,90000,19,4.5,5
1495,Infinix,Infinix Hot 11 Pla,77300,85000,9,4.5,5
1496,Gionee,Gionee M6 5.5'HD 4,42600,99800,57,5,5
1497,Bontel,Bontel GAMEONE-2.8,13500,14900,9,3.6,19
1498,Tecno,"Tecno Spark 8C,(KG",66999,72000,7,3.6,19
1499,Samsung,Samsung Galaxy Not,185000,72000,7,3.6,19
1500,Nokia,"Nokia C30, 6.82"" H",62990,78990,20,3,5
1501,Itel,"Itel It6350 2.8"" (",13999,15000,7,4,5
1502,Itel,"Itel A16 PLUS- 5"" ",25000,30200,17,4.7,5
1503,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,4.7,5
1504,Itel,Itel S17-S661W-(CU,43000,48000,10,3.3,5
1505,Gionee,"Gionee L20, 2.4 QV",10199,13000,22,3.3,5
1506,Tecno,Tecno Camon 18i (C,88999,120000,26,3.3,5
1507,Apple,Apple Renewed ipro,75000,90000,17,3.3,5
1508,Apple,Apple Refurbished ,61000,100000,39,3.3,5
1509,XIAOMI,XIAOMI Redmi Note ,142990,170000,16,3.3,5
1510,Nokia,Nokia 105 (2019) D,8950,10000,11,4.4,839
1511,Infocus,Infocus Power 2 Mo,6500,85002,24,4.4,839
1512,Apple,Apple Renewed ipro,75000,90000,17,4.4,839
1513,Tecno,Tecno POP 5 Pro (B,55195,85000,35,5,5
1514,Nokia,Nokia 5310 XpressM,22990,28000,18,4.4,11
1515,Itel,"Itel It5606, 1.77 ",7399,75001,1,4.8,5
1516,Nokia,Nokia 2720 Flip Mo,14680,25800,43,5,5
1517,Tecno,"Tecno T901, Dual S",16999,20000,15,4.7,5
1518,Bontel,Bontel V2-Slim Met,6750,10100,33,3.3,5
1519,Itel,"Itel S17 6.6"" HD+,",43490,45000,3,3.2,5
1520,Gionee,"Gionee P15 PRO, 6.",72499,75000,3,5,5
1521,Bontel,Bontel 2720 1.77 I,7500,93001,19,5,5
1522,Gionee,Gionee S10 LITE 4G,26890,80999,67,5,5
1523,Itel,"Itel P37 6.5"" HD+ ",46990,50000,6,4,5
1524,Nokia,Nokia 1110i 1100 C,4800,90004,47,5,5
1525,Tecno,"Tecno T529, 2.8 LC",12700,15000,15,3.5,5
1526,Itel,"Itel A56 5.99"" Dis",35500,46490,24,4.2,42
1527,Itel,"Itel A14 Plus, 4.0",24000,46490,24,3.7,5
1528,Imose,Imose Waka Is,7500,46490,24,3.7,5
1529,Imose,Imose Sabi 1 Dual ,5500,46490,24,3.7,5
1530,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1531,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1532,Huawei,Huawei GSM SIM Car,12000,20000,40,4,20
1533,Imose,Imose Sabi II Dual,8500,20000,40,4,20
1534,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1535,Imose,Imose Padi+,7500,13700,20,5,5
1536,Bontel,Bontel L2-Slim Met,11000,15800,30,3.8,5
1537,Tecno,Tecno POP 5 Go (BD,38000,45100,16,5,5
1538,Itel,"Itel S17 6.6"" HD+,",43000,48000,10,4.7,5
1539,Nokia,Nokia 5800Xpressmu,15700,21300,26,4.7,5
1540,Infinix,Infinix Smart HD 2,48490,55000,12,4.5,5
1541,Bontel,"Bontel L400,1.77 I",5399,60001,10,4.2,10
